FULL_NAME,SSAN,AGE,GRADE,DEROS,ASSIGNED_PAS,HOME_ZIP_CODE,SUPV_NAME,DUTY_TITLE,DUTY_START_DATE,DAFSC,CAFSC,PAFSC,OFFICE_SYMBOL,DOR,DATE_ARRIVED_STATION,DUTY_PHONE,TAFMSD,DOE,DOS,ETS,HOME_ADDRESS,HOME_CITY,HOME_STATE,DATE_OF_BIRTH,PROJ_EVAL_CLOSE_DATE,MARITAL_STATUS,RNLTD,GAINING_PAS,LAST_EVAL_CLOSE_DATE,SUPV_BEGIN_DATE,HOME_PHONE_NUMBER
Paul Liversage,408-16-6599,2,A1C,,OP1CFNY2,92867,Rodd Cheng,Safety Technician I,11/7/17,-1N271A,,,DOM,2/1/10,8/27/14,949-749-9438,11/30/03,3/24/18,7/11/22,4/30/25,7632 Messerschmidt Terrace,Orange,California,1/29/56,,S,,,,6/7/08,317-876-7219
Ettore Barehead,742-78-5406,38,MSG,,OP1CFS14,23228,Corny Meakes,Software Consultant,2/15/18,-3D131,,,IN,11/29/11,2/26/17,804-187-7346,10/21/05,8/19/18,3/21/19,11/20/22,46 Straubel Street,Richmond,Virginia,2/8/88,,S,,,,7/25/10,520-120-5027
Shaine Extance,671-97-3634,25,MSG,,OP1CFNY2,94286,Jobyna Kyttor,Account Coordinator,5/3/18,-1N371H,,,SCOT,6/10/15,6/9/14,916-155-4338,5/16/98,12/5/17,12/8/19,8/5/19,85369 Dunning Court,Sacramento,California,10/25/84,,S,10/28/20,,,1/20/14,303-315-7632
Pansy Molan,543-29-9228,3,SSG,9/24/20,OP1CFR72,30195,Mathilde Sutter,Internal Auditor,1/6/16,-3S071,,,DOA-F,4/14/10,1/16/15,770-187-0021,9/13/04,6/29/18,9/8/22,10/19/24,2 Carberry Pass,Duluth,Georgia,8/27/93,,M,,,,3/19/13,616-358-2851
Ileana Arnault,642-26-4704,36,SRA,,OP1CFT2N,33111,Valentine Shanahan,Registered Nurse,10/10/16,-3D190,,,DOOE,5/16/18,9/6/18,786-896-0482,7/25/15,7/3/18,7/17/21,10/3/20,9 Red Cloud Alley,Miami,Florida,5/1/78,,S,,,,7/23/15,323-920-7686
Sophia Sharkey,573-92-1241,39,AMN,,OP1CFS14,95894,Arline Petrillo,Paralegal,1/22/18,-1N371H,,,SCOI,3/3/11,5/10/12,916-800-3135,4/17/13,6/17/18,3/21/23,8/28/19,8 Jenna Park,Sacramento,California,7/2/81,,S,4/19/21,,,9/20/11,661-268-1146
Binky Donlon,412-69-1413,2,A1C,,OP1CF333,10459,Teddy Telford,Technical Writer,7/13/16,-1N271A,,,ART,10/1/06,9/26/16,718-803-4666,10/21/07,8/7/18,12/28/19,12/23/22,01 Grim Parkway,Bronx,New York,4/9/69,,S,,,,11/9/15,571-922-9653
Ginevra Bourdel,556-74-4530,6,SRA,7/7/21,OP1CFNY2,40280,Merrick Parade,VP Product Management,2/18/17,-1N131A,,,DOML,4/10/14,3/5/18,502-127-1115,1/9/15,11/9/18,7/30/20,4/1/20,55908 La Follette Junction,Louisville,Kentucky,12/4/65,,M,5/5/19,,,1/26/13,702-111-3451
Larissa Marcus,420-78-5831,26,MSG,7/3/20,OP1CFS14,80299,Brendin Lopes,Electrical Engineer,11/6/16,-1N131A,,,ART,12/27/11,4/24/14,720-340-7411,3/13/15,1/16/18,5/5/25,11/22/19,05110 Sachs Circle,Denver,Colorado,8/29/83,,S,10/14/19,,,2/5/12,813-602-8206
Stan Huckerbe,812-49-7287,22,CMS,12/19/21,OP1CFNY2,76178,Bettye Churchouse,Media Manager I,6/15/16,-3D172,,,TSD,7/30/14,2/16/12,682-281-1552,4/30/07,12/22/17,5/9/22,11/14/20,3926 Marquette Plaza,Fort Worth,Texas,10/19/69,,M,,,,7/30/09,361-607-1445
Bridie Hunnicutt,635-56-4110,23,TSG,,OP1CFS14,15225,Linnie Dreelan,Senior Sales Associate,1/26/16,-3D152,,,CCE,4/6/14,10/16/16,412-739-0348,1/11/12,7/24/18,7/3/21,7/11/20,88 Waubesa Plaza,Pittsburgh,Pennsylvania,4/8/75,,M,,,,2/20/14,609-159-2832
Jobi Pressdee,462-58-6095,7,CMS,,OP1CFT2N,1152,Tybalt Newgrosh,Nurse,9/10/16,-2T25,,,CCE,11/14/08,7/26/12,413-701-7444,9/21/15,10/8/18,11/3/25,11/2/21,13349 Hansons Plaza,Springfield,Massachusetts,10/5/87,,S,,,,6/25/14,510-588-6496
Kinny Micallef,836-07-5263,3,SRA,,OP1CF333,85062,Pietra Cock,Design Engineer,11/26/16,-3D190,,,IMOC,6/18/10,2/7/17,602-237-4280,3/18/15,9/6/18,10/8/19,12/9/23,510 Pearson Alley,Phoenix,Arizona,11/30/55,,S,,,,2/13/10,949-965-2233
Derick O' Cuolahan,643-99-9787,23,A1C,8/10/19,OP1CFT2N,33190,Ninnette Filkov,Biostatistician II,11/30/16,-3D133,,,GSII,4/12/08,7/30/17,786-146-5937,6/24/10,6/7/18,10/16/24,8/30/20,20 Stephen Park,Miami,Florida,3/2/71,,M,,,,10/18/15,801-341-5050
Bunnie Kondratovich,487-85-4602,38,MSG,10/11/22,OP1CFT2N,92165,Berthe Glassopp,Technical Writer,9/30/17,-3D133,,,SLK,12/13/06,4/18/14,619-552-1465,6/5/11,7/19/18,2/19/25,2/9/25,6 Haas Drive,San Diego,California,12/25/58,,M,9/25/21,,,7/26/13,281-526-3681
Elonore Walak,110-94-2941,8,TSG,10/6/19,OP1CF333,96805,Almire Sedgmond,Senior Quality Engineer,7/2/16,-3A151,,,DOA-F,5/8/12,3/24/15,808-512-2124,7/8/06,9/28/18,4/25/21,6/25/21,15 Judy Junction,Honolulu,Hawaii,5/7/81,,S,,,,3/4/16,714-864-2640
Caryn Carrington,173-96-5268,38,CMS,,OP1CFR72,20380,Calvin Fawdrie,Marketing Manager,7/19/18,-1N131A,,,SCOT,10/18/17,12/27/15,202-194-8607,9/9/97,7/6/18,12/6/20,3/25/19,389 Lillian Crossing,Washington,District of Columbia,4/20/67,,M,,,,3/2/18,757-912-5466
Aube Ashlin,459-44-3877,19,SSG,,OP1CFR72,43699,Tabby Cromly,Chemical Engineer,10/8/16,-8H000,,,DOOE,6/18/07,3/4/17,419-548-9473,3/27/01,3/6/18,11/23/22,3/4/19,191 Blue Bill Park Center,Toledo,Ohio,9/19/96,,M,,,,1/11/18,650-200-7347
Marion O'Hoey,694-03-1295,40,AMN,,OP1CFT2N,12305,Jilly Galvin,Senior Financial Analyst,5/6/16,-2T25,,,IMOC,7/6/15,1/23/15,518-556-8726,11/7/08,6/14/18,4/30/19,12/15/23,07 Moose Park,Schenectady,New York,8/12/52,,M,,,,3/23/14,312-252-8324
Gregoor Pimmocke,474-13-1779,1,TSG,,OP1CFS14,12227,Andy Terney,Chief Design Engineer,8/13/17,-1N051,,,CCE,2/20/13,10/24/12,518-458-6704,7/23/15,2/7/18,12/4/21,1/27/24,4 Sugar Place,Albany,New York,6/14/68,,S,3/17/20,,,2/23/12,757-134-6954
Isabel Pleven,718-59-7949,10,MSG,3/13/22,OP1CFNY2,33305,Forrest Simoncelli,Geologist III,12/26/17,-3D131,,,SCXL,8/11/08,3/24/17,954-661-6770,5/21/10,3/30/18,12/6/21,3/3/21,1407 Fuller Point,Fort Lauderdale,Florida,7/25/74,,M,,,,3/31/10,814-731-3137
Thornie Toppas,383-49-0357,29,TSG,,OP1CFR72,31914,Jsandye Capin,Chief Design Engineer,11/20/16,-3D052,,,SCOO,8/16/18,10/10/14,706-998-6606,3/14/01,8/22/18,10/29/24,10/14/21,7 Memorial Alley,Columbus,Georgia,1/8/74,,S,,,,11/2/12,915-924-0196
Fin Sinnott,760-62-7195,11,SMS,,OP1CFT2N,98206,Graham Fuxman,VP Quality Control,9/11/18,-3D152,,,TSD,10/10/10,10/5/16,425-813-2046,8/14/16,11/17/18,4/6/20,7/9/25,2348 Loomis Road,Everett,Washington,8/5/97,,S,6/26/21,,,9/16/13,860-319-1791
Hedy Bricknall,665-61-4061,38,SMS,,OP1CFR72,97075,Kiley Doberer,Dental Hygienist,2/4/17,-3D072,,,SCOT,4/1/16,9/20/16,503-138-0005,8/13/16,10/3/18,3/31/22,5/16/24,68 American Circle,Beaverton,Oregon,11/14/74,,S,4/4/20,,,4/4/08,704-919-9028
Gibby Robins,128-12-7881,39,AMN,9/6/19,OP1CFT2N,94273,Tabbie Fencott,Executive Secretary,4/23/16,-3D072,,,ART,11/3/09,5/3/12,916-341-3651,6/26/01,12/23/17,2/2/24,6/3/19,67711 Calypso Terrace,Sacramento,California,2/5/79,,S,,,,9/8/18,504-879-3924
Berthe Morhall,457-50-4644,20,AMN,2/25/22,OP1CFT2N,21265,Marilee Cordova,Analyst Programmer,1/14/17,-3D172,,,DOOE,3/9/12,6/25/18,410-698-5524,2/7/12,2/23/18,12/17/20,8/3/21,64543 Claremont Alley,Baltimore,Maryland,3/6/87,,S,,,,6/24/15,302-160-9538
Adrienne Ottewell,497-05-1998,25,MSG,,OP1CFT2N,47712,Morgan Doles,Recruiting Manager,9/21/16,-3D172,,,GS,8/10/06,10/3/18,812-857-7097,6/11/16,6/12/18,10/16/23,4/13/20,74100 Sheridan Crossing,Evansville,Indiana,7/13/82,,S,,,,7/30/10,337-788-2847
Merrily Rosenfrucht,252-04-7212,7,A1C,11/26/21,OP1CFS14,70179,Alvera Garrad,Administrative Assistant IV,8/11/18,-1N131A,,,IMOC,2/24/14,5/28/18,504-847-3616,8/1/16,6/27/18,11/26/21,6/24/24,7 Lerdahl Park,New Orleans,Louisiana,2/16/66,,S,5/14/21,,,7/16/09,202-634-3139
Leann Morgen,318-28-0747,1,TSG,,OP1CFS14,35254,Damaris Norton,GIS Technical Architect,12/7/16,-8H000,,,GSII,9/18/07,11/14/14,205-570-1795,1/24/13,3/13/18,5/2/20,9/25/21,360 Lien Avenue,Birmingham,Alabama,11/10/74,,S,,,,5/28/07,619-149-4539
Matt Izachik,135-91-2466,5,AMN,2/7/20,OP1CF333,39236,Hillel Mitchiner,Nurse,12/4/17,-1N051,,,SLK,6/1/12,9/3/17,601-343-7831,6/29/01,1/29/18,3/22/24,10/8/25,5329 Kings Crossing,Jackson,Mississippi,2/2/96,,M,,,,5/31/12,415-264-8152
Maiga Wyllis,260-45-5512,23,TSG,11/14/20,OP1CFS14,98133,Abbey Hartropp,Professor,12/25/16,-3D172,,,SCOK,11/8/12,1/30/18,206-827-2158,9/15/05,6/3/18,10/9/24,3/2/23,8706 Maple Alley,Seattle,Washington,6/5/80,,S,10/29/21,,,7/18/10,515-932-9351
Ximenez Moscon,860-19-8291,19,MSG,,OP1CF333,18514,Webster Terren,Data Coordiator,11/6/17,-3A151,,,DOO,2/2/15,9/1/18,570-773-3963,6/15/01,12/12/17,12/4/20,2/2/19,4169 Forest Dale Junction,Scranton,Pennsylvania,7/24/68,,S,,,,5/29/15,360-253-4726
Trudy Bacup,217-03-8651,29,CMS,,OP1CFT2N,43615,Jobi Scimone,Help Desk Technician,6/6/17,-1N371H,,,CCC,7/27/10,2/26/16,419-828-3682,3/18/00,1/3/18,1/1/25,3/17/24,8908 Granby Avenue,Toledo,Ohio,2/25/67,,S,5/30/20,,,2/21/07,216-179-2760
Roselin Guilloneau,509-29-7955,20,TSG,6/15/19,OP1CFT2N,85715,Emlyn O'Geneay,Environmental Specialist,4/10/17,-3D153,,,STU,1/15/16,11/23/17,520-194-1255,11/28/07,9/21/18,1/11/23,10/30/23,9851 Roth Parkway,Tucson,Arizona,2/16/69,,M,,,,10/11/18,502-118-7268
Annemarie Fuentez,256-99-7481,3,CMS,,OP1CFR72,37228,Homere Nickols,Recruiter,6/10/16,-1N271A,,,TSD,3/29/11,8/14/13,615-730-1314,9/24/15,8/22/18,3/28/22,1/31/24,9917 Parkside Alley,Nashville,Tennessee,5/9/97,,S,,,,9/8/06,205-702-4154
Carl Brownbill,844-91-8507,6,MSG,8/1/22,OP1CF333,75216,Darline Howerd,VP Accounting,3/19/16,-1N271A,,,ART,4/18/08,10/13/13,972-359-9438,9/12/11,11/29/18,8/27/22,12/14/22,1728 Magdeline Terrace,Dallas,Texas,11/3/63,,S,,,,11/13/13,561-262-6336
Anthe Fragino,188-61-5670,30,SMS,,OP1CFT2N,34605,Carmon Benduhn,Assistant Manager,8/1/17,-3D072,,,ART,5/15/07,11/19/13,352-136-3120,6/28/02,8/9/18,10/12/25,10/29/22,93 Donald Junction,Brooksville,Florida,12/18/56,,M,,,,6/12/08,850-480-8767
Glynis Yate,598-47-2920,17,SSG,,OP1CF333,75287,Carri Cranmore,Staff Scientist,11/18/16,-1N131A,,,IMOC,7/20/15,2/16/17,972-993-8298,6/2/06,12/3/17,12/5/22,8/12/23,211 Superior Street,Dallas,Texas,5/4/70,,S,,,,8/20/11,810-738-9846
Prue Clemenzi,429-05-0582,8,A1C,,OP1CF333,11480,Jacintha Costan,Account Representative III,9/10/16,-1N371H,,,IRDP,7/13/12,7/5/12,917-310-8367,11/10/05,8/18/18,12/6/22,7/14/22,71011 Cambridge Street,Jamaica,New York,1/8/77,,M,8/24/19,,,12/22/08,859-507-4579
Mireielle Druitt,209-55-6476,21,AMN,11/9/22,OP1CFT2N,47805,Annadiana Pencost,Structural Engineer,7/27/18,-3D153,,,SCOK,8/7/08,9/27/13,812-643-1423,1/27/09,4/25/18,7/26/24,1/14/24,904 Buhler Parkway,Terre Haute,Indiana,1/30/72,,M,,,,10/8/06,540-458-7434
Linus Keppe,278-73-9563,12,SMS,,OP1CFR72,28055,Ritchie Merricks,VP Quality Control,9/21/16,-3D172,,,GSII,11/26/06,8/3/17,704-857-2333,1/3/14,11/30/18,7/7/24,10/11/19,57353 Kingsford Junction,Gastonia,North Carolina,8/8/58,,S,,,,12/14/11,202-495-2988
Melamie Oki,507-94-8108,12,SRA,,OP1CFS14,46015,Rica Sparry,Administrative Assistant I,9/20/17,-3A151,,,SCOK,8/9/16,4/27/15,765-309-9852,7/8/12,3/14/18,5/17/21,12/16/19,74 Thompson Pass,Anderson,Indiana,10/13/60,,M,,,,11/30/13,512-969-9193
Bruno Hellwich,745-35-1333,4,CMS,,OP1CFNY2,46620,Linea Dowles,Media Manager II,12/25/17,-3A151,,,CCC,9/28/17,2/6/18,574-945-6651,12/1/97,10/6/18,10/24/21,5/7/22,6216 Utah Parkway,South Bend,Indiana,10/8/98,,S,,,,9/29/16,310-116-7216
Gaelan Ricson,628-50-2195,30,MSG,,OP1CF333,85083,Robenia McGoldrick,Assistant Professor,8/11/18,-1N131A,,,STU,9/13/17,10/7/14,602-291-6735,9/30/09,4/13/18,6/3/24,12/26/22,635 Red Cloud Plaza,Phoenix,Arizona,4/8/72,,S,5/10/21,,,7/4/16,907-461-8533
Antonius Spicer,201-53-2026,28,A1C,1/16/20,OP1CFT2N,97232,Damiano Brennans,Web Developer IV,11/7/16,-3S071,,,GSII,8/12/14,3/19/18,503-287-2446,7/23/12,9/26/18,7/16/21,6/19/23,34657 Hauk Pass,Portland,Oregon,6/2/93,,S,,,,5/28/07,315-601-7327
Lark Blandamere,476-85-7265,40,SRA,,OP1CF333,92812,Nicolea Lipp,Human Resources Assistant IV,9/20/17,-3S071,,,CCC,3/27/08,2/27/18,714-677-6521,10/11/08,7/13/18,3/30/20,8/30/24,61790 Kedzie Parkway,Anaheim,California,6/12/53,,S,10/21/21,,,3/3/10,205-437-2015
Blakelee Paddefield,269-27-4820,31,SSG,7/18/20,OP1CFS14,94913,Lorrayne Wase,VP Quality Control,2/21/16,-3D190,,,CCE,4/9/14,6/30/16,415-619-5686,4/30/12,5/8/18,8/4/22,8/11/25,77 Forster Junction,San Rafael,California,12/28/87,,S,,,,6/21/17,414-467-5581
Kathrine Cruwys,227-05-0027,39,CMS,,OP1CFR72,88525,Griswold Staddart,Environmental Specialist,5/12/18,-8H000,,,SCOT,7/16/15,1/19/14,915-940-7671,1/14/12,4/4/18,11/18/22,8/26/22,014 Duke Crossing,El Paso,Texas,12/16/84,,S,4/6/21,,,3/20/09,812-133-2541
Suzie Kornacki,657-54-6093,5,CMS,10/13/21,OP1CFS14,50320,Octavia Ceeley,Web Developer I,3/25/18,-3D152,,,SLK,7/23/14,9/17/17,515-491-4010,7/30/02,3/1/18,6/7/20,10/26/22,5379 Arkansas Hill,Des Moines,Iowa,5/31/96,,M,,,,6/22/11,502-618-1663
Sylvester Breukelman,803-28-1166,11,MSG,,OP1CFS14,1152,Harrison Niesel,VP Product Management,7/29/18,-1N471B,,,CCE,5/23/10,5/22/18,413-269-7288,2/8/10,12/19/17,10/21/23,5/20/22,6 Jana Trail,Springfield,Massachusetts,3/31/72,,M,,,,12/21/09,661-302-1363
Kerby De Mattia,370-11-3404,20,TSG,10/1/22,OP1CFS14,91109,Parker Budge,VP Sales,12/12/16,-3S071,,,DOA-F,7/21/08,9/14/12,818-278-7986,9/5/00,11/29/18,8/10/25,5/6/19,3500 Columbus Street,Pasadena,California,10/21/63,,M,4/29/21,,,6/5/09,814-564-5116
Bessy Easun,412-23-0762,19,SRA,,OP1CFS14,15220,Thibaut Lowman,Civil Engineer,9/8/18,-1N371H,,,SCOI,4/29/10,12/23/17,412-519-2806,6/13/06,9/5/18,2/11/22,1/17/24,1 Nancy Crossing,Pittsburgh,Pennsylvania,6/11/55,,S,,,,11/22/09,516-912-3468
Wiley Rex,700-66-8261,35,SRA,,OP1CFR72,85210,Meade Muckley,Assistant Professor,9/13/18,-1N371H,,,TSD,1/2/17,11/26/15,928-264-1630,11/7/07,3/18/18,3/28/24,10/6/22,58 Anthes Parkway,Mesa,Arizona,2/4/75,,M,,,,6/17/16,559-476-8124
Sibella Ledwidge,200-85-9919,2,SSG,,OP1CF333,80915,Sibylla Djurdjevic,Sales Associate,2/16/16,-3D072,,,IRDP,4/13/09,12/30/15,719-999-3279,3/23/14,5/28/18,4/9/24,1/13/20,7 Cascade Pass,Colorado Springs,Colorado,11/27/73,,S,,,,10/20/10,732-543-6094
Gale Winfield,544-56-5093,37,SSG,,OP1CFNY2,37416,Lyn Fullegar,Teacher,5/17/16,-3D190,,,STU,7/6/13,6/16/14,423-729-0120,6/18/06,6/14/18,6/23/25,2/25/22,068 Becker Junction,Chattanooga,Tennessee,8/20/86,,M,,,,2/2/18,915-789-9984
Alberik Alpin,532-55-0007,21,SSG,,OP1CFR72,92056,Anneliese Weinham,Web Developer II,8/21/18,-1N371H,,,SCXL,3/10/06,10/23/17,858-804-6016,7/25/97,2/2/18,7/15/24,4/9/25,7761 Eggendart Street,Oceanside,California,2/26/62,,S,,,,2/23/15,720-480-6444
Renaldo Margeram,112-17-8916,34,CMS,,OP1CFS14,90847,Ferguson Granville,Analyst Programmer,7/17/16,-3D152,,,CSS,7/26/10,11/5/13,562-830-6705,10/24/98,4/29/18,9/11/25,3/23/25,7496 Artisan Point,Long Beach,California,12/9/93,,S,,,,9/20/14,602-826-0575
Shae Moore,840-97-1140,31,SMS,,OP1CFNY2,76129,Chrystal Roblin,Account Representative IV,1/9/16,-3D072,,,CCE,5/31/06,7/23/16,817-853-8617,7/29/15,4/10/18,6/23/19,9/17/24,2 Sutherland Alley,Fort Worth,Texas,7/1/86,,M,11/19/20,,,10/18/06,804-917-2870
Goldie Rozet,402-63-7391,5,TSG,,OP1CFT2N,80328,Itch Castan,Database Administrator II,5/5/17,-3S071,,,SCOT,10/14/18,8/17/17,303-331-7541,2/2/02,7/14/18,8/10/23,12/24/23,3502 Service Park,Boulder,Colorado,11/29/61,,S,,,,6/14/15,423-153-6849
Bondon Ghidoni,101-16-5806,7,TSG,5/19/19,OP1CFT2N,36605,Bea Wegman,Nurse,3/9/18,-3D052,,,IN,10/26/09,2/13/15,251-968-7289,9/15/10,7/10/18,5/29/23,8/9/20,4 Dexter Park,Mobile,Alabama,11/30/75,,M,2/18/21,,,11/16/10,806-721-5178
Darline Ghione,641-17-4111,13,SRA,5/3/21,OP1CF333,78265,Dermot Croley,Staff Scientist,7/15/17,-3D190,,,SCOO,12/7/13,7/26/14,210-974-2001,1/10/08,5/25/18,7/16/24,9/12/19,495 Continental Hill,San Antonio,Texas,10/24/68,,M,4/19/19,,,2/23/13,502-503-0934
Poul Ferrand,631-64-4058,39,TSG,,OP1CF333,95108,Gretel Volante,Internal Auditor,6/30/18,-3S071,,,SCXL,1/11/16,4/14/16,408-475-5082,6/21/11,5/8/18,9/20/19,1/9/22,91148 Main Pass,San Jose,California,7/12/80,,S,,,,9/10/10,573-918-6193
Bren Bresner,812-44-0878,27,SRA,,OP1CFT2N,46216,Haze Vater,Nurse,2/26/17,-3D072,,,SLK,1/22/13,8/23/16,317-463-7128,4/30/09,11/28/18,5/20/24,4/23/19,801 Westerfield Park,Indianapolis,Indiana,9/28/90,,M,,,,5/14/06,404-875-8715
Clywd Johl,885-15-8478,8,A1C,,OP1CFS14,31296,Reginald Becks,Chief Design Engineer,10/15/16,-1N131A,,,SGPF,6/12/06,8/18/13,478-604-8923,12/27/10,5/2/18,12/30/19,1/13/19,6 Grim Terrace,Macon,Georgia,7/18/73,,S,,,,4/12/10,504-215-7078
Papageno Chaffey,350-30-5081,19,SSG,,OP1CFNY2,33763,Ninnetta Roncelli,Help Desk Technician,2/13/17,-2T25,,,GS,3/26/11,9/10/14,727-336-7942,5/2/00,2/8/18,4/8/20,12/26/24,6126 Ruskin Alley,Clearwater,Florida,6/7/98,,M,,,,10/24/18,704-540-4309
Braden Chaloner,354-53-0527,40,CMS,12/10/20,OP1CFS14,29905,Dwain Littlefair,Teacher,5/19/17,-1N371H,,,CCC,6/20/12,9/3/16,843-764-5660,2/13/06,12/27/17,11/20/24,11/25/20,5106 Ruskin Parkway,Beaufort,South Carolina,7/11/71,,S,,,,11/12/06,504-258-1349
Salvatore Reaper,239-89-4106,2,SSG,,OP1CFR72,77080,Magnum Canfer,Research Nurse,2/11/16,-3D153,,,CSS,10/14/11,3/20/14,713-403-2486,11/20/15,10/5/18,9/4/19,4/3/25,9 Main Pass,Houston,Texas,9/12/65,,S,,,,10/21/11,214-738-8281
Natal Farries,345-88-0087,12,TSG,,OP1CFT2N,40515,Leilah Chern,Senior Sales Associate,8/28/17,-3A151,,,CCC,12/28/15,8/20/17,859-481-7813,11/8/00,7/1/18,6/6/19,3/15/22,1 Glendale Plaza,Lexington,Kentucky,6/28/81,,S,,,,2/23/07,479-254-1454
Kahlil Goulder,594-66-4162,28,SMS,3/17/20,OP1CFNY2,76134,Druci Garwill,Accountant II,6/7/18,-3D152,,,DOA-F,5/25/09,2/2/18,817-502-9909,7/17/01,1/11/18,11/4/20,9/10/20,98745 Caliangt Crossing,Fort Worth,Texas,11/14/68,,M,,,,11/23/17,937-467-6281
Loren McRobert,418-88-7839,39,SRA,2/19/21,OP1CFT2N,56372,Yehudi Rolstone,VP Sales,6/17/16,-3D172,,,TSD,3/20/09,6/14/16,320-884-5614,6/13/12,3/7/18,7/8/22,7/2/21,36 Ludington Street,Saint Cloud,Minnesota,7/30/67,,S,,,,2/27/13,612-963-1943
Renaldo Simonelli,323-09-4380,22,MSG,3/10/20,OP1CF333,89595,Haslett Lossman,Desktop Support Technician,10/11/18,-3S071,,,SCOO,1/3/10,3/13/16,775-256-5137,3/20/00,8/23/18,12/30/24,10/3/23,9671 Stang Way,Reno,Nevada,1/11/89,,M,,,,12/15/13,202-237-8292
Sylvester Romushkin,628-39-2228,33,AMN,,OP1CFS14,16522,Rey Meconi,Staff Accountant III,8/30/17,-1N271A,,,SCOO,1/2/10,3/25/17,814-303-2272,6/15/97,8/24/18,7/16/19,2/20/21,5 Amoth Drive,Erie,Pennsylvania,1/21/61,,S,,,,2/23/15,214-135-1379
Richardo McClaren,345-96-0495,37,CMS,,OP1CFNY2,33620,Elisha Merrifield,Database Administrator III,10/2/18,-3D172,,,DOML,1/19/12,4/16/12,813-505-8658,7/27/11,4/15/18,3/28/22,10/31/19,1 South Place,Tampa,Florida,9/22/55,,S,,,,12/3/08,260-430-8462
Dahlia Warsap,672-67-7336,6,SMS,5/28/19,OP1CFNY2,76129,Chester Zottoli,Financial Advisor,8/30/16,-3D052,,,GS,1/17/17,1/5/16,817-347-5204,2/19/97,4/27/18,10/25/24,4/5/19,19 Manitowish Crossing,Fort Worth,Texas,2/13/78,,S,,,,6/7/18,202-915-5351
Fernanda Iiannone,160-89-8504,26,SMS,9/3/19,OP1CFS14,80161,Harwell Hundey,Tax Accountant,1/5/18,-1N271A,,,IRDP,7/10/11,7/29/16,303-975-5796,1/23/15,12/14/17,6/9/19,7/22/19,057 Fordem Trail,Littleton,Colorado,6/6/66,,M,,,,1/28/07,512-389-1255
Juli Pietrasik,114-22-4864,9,MSG,2/18/21,OP1CFR72,77245,Gusta Avon,Database Administrator I,6/24/18,-3D153,,,CCE,9/5/07,7/1/17,713-416-3552,3/27/99,5/29/18,6/11/25,6/10/23,54742 Debra Street,Houston,Texas,4/12/66,,M,,,,11/21/11,303-685-8193
Jacqueline Lawtey,262-29-7313,13,CMS,,OP1CFT2N,59112,Coral Harbison,Analyst Programmer,8/10/16,-3D052,,,GS,4/4/15,12/16/14,406-311-0502,3/31/00,12/9/17,9/16/20,1/18/23,2 Hermina Lane,Billings,Montana,1/27/93,,M,9/17/20,,,3/3/07,831-381-4800
Lukas Nutley,271-84-3776,11,TSG,,OP1CFNY2,61656,Alyssa Torrese,Compensation Analyst,6/8/17,-3D133,,,SCXL,2/26/12,2/1/12,309-840-9874,2/2/12,6/8/18,9/29/24,3/22/22,139 Sullivan Lane,Peoria,Illinois,2/9/71,,M,,,,2/11/17,408-530-6165
Wilden Gothliff,393-67-2416,23,MSG,4/15/19,OP1CF333,37605,Kristian Postins,Legal Assistant,2/21/17,-8H000,,,SCOI,3/21/10,9/22/12,423-655-5544,11/8/08,2/17/18,2/12/20,4/3/25,3 Lighthouse Bay Street,Johnson City,Tennessee,2/10/78,,S,8/7/19,,,3/11/15,215-392-7723
Querida D'Ambrogi,309-20-0215,13,SSG,9/8/21,OP1CFS14,33153,Reube Barrett,Compensation Analyst,5/23/17,-1N471B,,,ART,7/10/09,3/11/12,786-876-5217,5/7/99,11/26/18,5/21/23,4/8/22,68056 Butterfield Alley,Miami,Florida,12/25/69,,S,,,,8/7/14,530-950-3923
Justine Sterrick,813-98-4441,39,MSG,4/8/20,OP1CFR72,55407,Levy Pashenkov,Legal Assistant,12/26/16,-3D072,,,IRDP,6/20/11,8/3/17,612-282-7841,12/24/03,2/1/18,4/4/19,12/18/23,44 Graedel Point,Minneapolis,Minnesota,5/18/81,,M,4/8/19,,,6/3/16,602-112-5202
Sanders Baumer,826-87-8658,19,A1C,,OP1CFNY2,90840,Nicolina Cabrera,Legal Assistant,5/18/16,-3D172,,,SCXL,8/31/17,4/18/13,562-130-0679,9/29/16,5/14/18,9/12/22,9/24/21,3 Brentwood Plaza,Long Beach,California,3/1/85,,S,,,,10/19/15,216-574-0801
Lorrie Elmar,164-94-4565,33,CMS,3/28/19,OP1CFR72,21282,Polly Adamski,Senior Editor,7/11/18,-3A151,,,IRDP,6/17/06,6/6/14,410-310-7702,6/6/07,7/20/18,5/21/22,9/11/21,32241 Burning Wood Crossing,Baltimore,Maryland,12/1/73,,S,10/9/20,,,7/14/09,817-649-2865
Yasmeen Fancourt,134-28-7665,13,A1C,,OP1CFT2N,18706,Eberto Jeffreys,Recruiting Manager,7/15/18,-3D052,,,IRDP,6/6/16,5/18/18,570-373-0785,9/20/06,5/24/18,4/9/24,7/22/24,0 Moland Plaza,Wilkes Barre,Pennsylvania,12/19/86,,S,2/25/20,,,12/8/08,318-317-6899
